Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Renault,Captur,2015,43 999 PLN,157 250 km,Benzyna,Manualna,SUV,1 197 cm3,120 KM,5,Pomarańczowy
Renault,Scenic,2013,27 700 PLN,97 898 km,Benzyna,Manualna,Minivan,1 197 cm3,115 KM,5,Brązowy
Renault,Laguna,2008,14 900 PLN,220 000 km,Benzyna,Manualna,Sedan,1 598 cm3,110 KM,5,Srebrny
Renault,Austral,2024,139 500 PLN,1 km,Hybryda,Automatyczna,SUV,1 332 cm3,158 KM,5,Szary
Renault,Clio,2024,74 600 PLN,1 km,Benzyna,Manualna,Auta miejskie,999 cm3,90 KM,5,Pomarańczowy
Renault,Grand Scenic,2010,17 900 PLN,244 504 km,Diesel,Manualna,Minivan,1 870 cm3,130 KM,5,Granatowy
Renault,Scenic,2005,8 200 PLN,240 000 km,Benzyna,Manualna,Minivan,1 598 cm3,113 KM,5,Szary
Renault,Trafic,2011,44 700 PLN,200 000 km,Diesel,Manualna,Minivan,1 995 cm3,114 KM,4,Inny kolor
Renault,Captur,2019,57 999 PLN,25 000 km,Benzyna,Manualna,SUV,898 cm3,90 KM,5,Szary
Renault,Talisman,2021,95 900 PLN,106 106 km,Diesel,Automatyczna,Sedan,1 997 cm3,160 KM,5,Biały
Renault,Scenic,2007,10 900 PLN,252 000 km,Diesel,Manualna,Minivan,1 870 cm3,115 KM,5,Srebrny
Renault,Talisman,2016,53 900 PLN,181 000 km,Diesel,Automatyczna,Kombi,1 598 cm3,160 KM,4,Granatowy
Renault,Megane,1999,5 200 PLN,182 000 km,Benzyna+LPG,Manualna,Sedan,1 390 cm3,95 KM,4,Niebieski
Renault,Megane,2018,68 990 PLN,133 000 km,Diesel,Automatyczna,Minivan,1 598 cm3,160 KM,5,Biały
Renault,Megane,2011,18 999 PLN,197 000 km,Benzyna,Manualna,Kompakt,1 598 cm3,100 KM,5,Czarny
Renault,Clio,2020,37 800 PLN,183 000 km,Benzyna+LPG,Manualna,Kompakt,999 cm3,100 KM,5,Srebrny
Renault,Laguna,2013,29 900 PLN,175 000 km,Benzyna,Manualna,Sedan,1 997 cm3,140 KM,5,Czarny
Renault,Trafic,2020,102 900 PLN,189 000 km,Diesel,Automatyczna,SUV,1 997 cm3,145 KM,5,Srebrny
Renault,Kangoo,2014,14 900 PLN,270 000 km,Diesel,Manualna,Minivan,1 461 cm3,90 KM,5,Biały
Renault,Grand Scenic,2018,56 900 PLN,127 200 km,Diesel,Manualna,Minivan,1 598 cm3,130 KM,5,Szary
Renault,Kadjar,2017,49 900 PLN,120 000 km,Benzyna,Manualna,SUV,1 197 cm3,130 KM,5,Biały
Renault,Megane,2011,33 990 PLN,178 000 km,Benzyna,Manualna,Kombi,1 998 cm3,180 KM,5,Biały
Renault,Megane,2015,22 900 PLN,211 000 km,Diesel,Manualna,Auta miejskie,1 461 cm3,110 KM,5,Biały
Renault,Megane,2010,26 900 PLN,141 850 km,Benzyna,Manualna,Coupe,1 998 cm3,180 KM,3,Niebieski
Renault,Megane,2016,46 900 PLN,175 000 km,Benzyna,Manualna,Kombi,1 197 cm3,130 KM,5,Brązowy
Renault,Megane,2013,34 000 PLN,142 000 km,Benzyna+LPG,Manualna,Kombi,1 598 cm3,110 KM,5,Bordowy
Renault,Clio,2020,52 000 PLN,48 259 km,Diesel,Manualna,Auta miejskie,1 461 cm3,115 KM,5,Czarny
Renault,Kadjar,2016,54 900 PLN,141 000 km,Diesel,Manualna,SUV,1 461 cm3,110 KM,5,Niebieski
Renault,Clio,2011,8 900 PLN,260 000 km,Diesel,Manualna,Kombi,1 461 cm3,75 KM,5,Srebrny
Renault,Megane,2011,28 900 PLN,176 000 km,Benzyna,Manualna,Kompakt,1 397 cm3,130 KM,5,Biały
Renault,Clio,2020,37 900 PLN,84 500 km,Benzyna,Manualna,Kompakt,898 cm3,90 KM,5,Czarny
Renault,Clio,2015,20 900 PLN,69 000 km,Diesel,Manualna,Kombi,1 461 cm3,75 KM,5,Srebrny
Renault,Twingo,2016,25 200 PLN,22 300 km,Benzyna,Manualna,Auta miejskie,999 cm3,69 KM,5,Czerwony
Renault,Espace,2006,11 900 PLN,235 000 km,Benzyna,Automatyczna,Minivan,1 998 cm3,170 KM,5,Czarny
Renault,Captur,2016,54 000 PLN,79 600 km,Benzyna,Automatyczna,SUV,1 197 cm3,118 KM,5,Inny kolor
Renault,Megane,2012,15 800 PLN,189 374 km,Diesel,Manualna,Kompakt,1 461 cm3,90 KM,5,Brązowy
Renault,Megane,2016,46 900 PLN,140 000 km,Diesel,Manualna,Kompakt,1 461 cm3,110 KM,5,Srebrny
Renault,Captur,2016,39 900 PLN,190 000 km,Diesel,Manualna,SUV,1 461 cm3,90 KM,5,Szary
Renault,Clio,2020,52 900 PLN,98 000 km,Benzyna+LPG,Manualna,Auta małe,999 cm3,100 KM,5,Szary
Renault,Captur,2014,38 000 PLN,155 000 km,Benzyna,Automatyczna,SUV,1 197 cm3,120 KM,5,Inny kolor
Renault,Scenic,2013,26 800 PLN,128 000 km,Benzyna,Manualna,Minivan,1 197 cm3,132 KM,5,Czarny
Renault,Talisman,2017,57 500 PLN,181 215 km,Diesel,Automatyczna,Kombi,1 598 cm3,130 KM,5,Szary
Renault,Megane,2017,31 800 PLN,41 500 km,Benzyna,Manualna,Auta małe,1 197 cm3,100 KM,5,Srebrny
Renault,Megane,2018,57 900 PLN,46 000 km,Benzyna,Manualna,Kombi,1 332 cm3,115 KM,5,Czarny
Renault,Scenic,2007,8 000 PLN,198 880 km,Diesel,Manualna,Minivan,1 870 cm3,130 KM,5,Złoty
Renault,Megane,2008,5 500 PLN,269 100 km,Benzyna+LPG,Manualna,Kombi,1 598 cm3,110 KM,5,Czerwony
Renault,Clio,2020,38 899,169 000 km,Benzyna+LPG,Manualna,Auta miejskie,999 cm3,100 KM,5,Srebrny
Renault,Megane,2019,68 700 PLN,50 000 km,Benzyna,Automatyczna,Kombi,1 332 cm3,140 KM,5,Srebrny
Renault,Modus,2005,8 999 PLN,93 423 km,Benzyna,Manualna,Minivan,1 149 cm3,75 KM,5,Fioletowy
Renault,Clio,2011,13 900 PLN,167 500 km,Benzyna+LPG,Manualna,Kombi,1 149 cm3,75 KM,5,Szary
Renault,Laguna,2004,6 500 PLN,292 000 km,Benzyna,Manualna,Sedan,1 983 cm3,165 KM,5,Czarny
Renault,Laguna,2010,20 800 PLN,295 300 km,Benzyna,Manualna,Kombi,1 997 cm3,140 KM,5,Biały
Renault,Megane,2010,27 000 PLN,130 800 km,Benzyna,Manualna,Coupe,1 998 cm3,180 KM,3,Czarny
Renault,Captur,2013,35 000 PLN,159 300 km,Diesel,Manualna,SUV,1 461 cm3,90 KM,5,Pomarańczowy
Renault,Kadjar,2017,53 900 PLN,154 000 km,Diesel,Manualna,SUV,1 461 cm3,110 KM,5,Granatowy
Renault,Megane,2009,16 500 PLN,242 000 km,Benzyna,Manualna,Kombi,1 598 cm3,110 KM,5,Srebrny
Renault,Megane,2017,40 000 PLN,108 000 km,Diesel,Manualna,Kompakt,1 461 cm3,110 KM,5,Srebrny
Renault,Kangoo,2020,45 500 PLN,70 000 km,Diesel,Manualna,Minivan,1 461 cm3,95 KM,5,Biały
Renault,Scenic,2007,13 999 PLN,237 000 km,Benzyna,Manualna,Minivan,1 998 cm3,135 KM,5,Szary
Renault,Scenic,2005,3 499 PLN,180 000 km,Benzyna,Automatyczna,SUV,1 598 cm3,110 KM,5,Brązowy
Renault,Megane,2005,7 500 PLN,234 000 km,Diesel,Manualna,Sedan,1 461 cm3,105 KM,4,Szary
Renault,Clio,2008,13 500 PLN,248 000 km,Benzyna,Manualna,Kombi,1 598 cm3,110 KM,5,Czarny
Renault,Laguna,2014,38 000 PLN,131 777 km,Diesel,Automatyczna,Kombi,1 995 cm3,173 KM,5,Granatowy
Renault,Espace,2015,58 000 PLN,133 000 km,Diesel,Automatyczna,Minivan,1 598 cm3,160 KM,5,Szary
Renault,Megane,2016,37 654 PLN,140 000 km,Benzyna,Manualna,Kompakt,1 197 cm3,100 KM,5,Biały
Renault,Espace,2016,69 800 PLN,151 250 km,Benzyna,Automatyczna,Minivan,1 618 cm3,200 KM,5,Biały
Renault,Scenic,2015,28 000 PLN,87 000 km,Benzyna,Manualna,Minivan,1 197 cm3,115 KM,5,Srebrny
Renault,Trafic,2004,14 900 PLN,382 000 km,Diesel,Manualna,Minivan,1 870 cm3,82 KM,4,Biały
Renault,Grand Scenic,2015,34 777 PLN,137 500 km,Benzyna,Manualna,Minivan,1 197 cm3,132 KM,5,Srebrny
Renault,Laguna,2007,22 500 PLN,187 903 km,Diesel,Automatyczna,Sedan,1 995 cm3,150 KM,5,Czarny
Renault,Twingo,2015,23 900 PLN,59 100 km,Benzyna,Manualna,Auta miejskie,999 cm3,69 KM,5,Niebieski
Renault,Laguna,2011,17 900 PLN,298 000 km,Diesel,Manualna,Kombi,1 995 cm3,130 KM,5,Czarny
Renault,Trafic,2019,89 800 PLN,187 064 km,Diesel,Manualna,Kombi,1 598 cm3,125 KM,4,Niebieski
Renault,Trafic,2024,199 000 PLN,320 km,Diesel,Automatyczna,SUV,1 997 cm3,170 KM,4,Czarny
Renault,Clio,2020,41 700 PLN,144 818 km,Benzyna+LPG,Manualna,Auta miejskie,999 cm3,100 KM,5,Srebrny
Renault,Megane,2009,21 500 PLN,230 000 km,Benzyna+LPG,Manualna,Kompakt,1 598 cm3,110 KM,5,Bordowy
Renault,Scenic,2005,6 900 PLN,194 000 km,Benzyna,Manualna,Minivan,1 598 cm3,113 KM,5,Granatowy
Renault,Zoe,2019,57 500 PLN,82 500 km,Elektryczny,Automatyczna,Auta małe,,135 KM,5,Czerwony
Renault,Megane,2018,53 900 PLN,99 800 km,Diesel,Manualna,Kompakt,1 461 cm3,110 KM,5,Czarny
Renault,Laguna,2011,19 500 PLN,271 000 km,Diesel,Manualna,Sedan,1 995 cm3,150 KM,5,Czarny
Renault,Trafic,2012,35 900 PLN,295 000 km,Diesel,Manualna,Minivan,1 598 cm3,120 KM,4,Czarny
Renault,Scenic,2009,13 200 PLN,214 000 km,Diesel,Manualna,Minivan,1 870 cm3,130 KM,5,Beżowy
Renault,Megane,2005,9 400 PLN,210 000 km,Benzyna+LPG,Manualna,Kombi,1 598 cm3,110 KM,5,Srebrny
Renault,Megane,2014,24 900 PLN,159 600 km,Benzyna,Manualna,Kompakt,1 197 cm3,130 KM,5,Czarny
Renault,Koleos,2018,81 900 PLN,107 600 km,Diesel,Automatyczna,SUV,1 995 cm3,177 KM,5,Fioletowy
Renault,Laguna,2015,38 900 PLN,93 000 km,Diesel,Manualna,Sedan,1 995 cm3,173 KM,5,Beżowy
Renault,Scenic,2007,10 500 PLN,235 000 km,Benzyna+LPG,Manualna,Minivan,1 998 cm3,135 KM,5,Szary
Renault,Megane,2011,33 900 PLN,178 000 km,Benzyna,Manualna,Kombi,1 998 cm3,180 KM,5,Szary
Renault,Talisman,2017,69 900 PLN,69 000 km,Benzyna,Automatyczna,Kombi,1 618 cm3,200 KM,5,Inny kolor
Renault,Clio,2014,30 900 PLN,29 299 km,Benzyna,Manualna,Auta małe,1 149 cm3,75 KM,5,Brązowy
Renault,Clio,2008,7 000 PLN,147 000 km,Diesel,Manualna,Auta małe,1 461 cm3,85 KM,5,Złoty
Renault,Clio,2020,56 900 PLN,39 688 km,Benzyna,Manualna,Auta małe,999 cm3,100 KM,5,Pomarańczowy
Renault,Clio,2006,5 400 PLN,408 500 km,Benzyna+LPG,Manualna,Auta miejskie,1 149 cm3,75 KM,5,Granatowy
Renault,Captur,2020,69 900 PLN,154 973 km,Benzyna+LPG,Manualna,SUV,999 cm3,100 KM,5,Biały
Renault,Clio,2017,34 000 PLN,102 760 km,Diesel,Manualna,Kombi,1 461 cm3,75 KM,5,Biały
Renault,Megane,2013,22 900 PLN,168 000 km,Benzyna,Manualna,Kombi,1 197 cm3,132 KM,5,Czarny
Renault,Koleos,2018,104 000 PLN,96 000 km,Diesel,Automatyczna,SUV,1 995 cm3,177 KM,5,Czarny
Renault,Espace,2017,43 800 PLN,168 741 km,Diesel,Manualna,Minivan,1 598 cm3,130 KM,5,Czarny
Renault,Trafic,2018,81 900 PLN,174 000 km,Diesel,Manualna,Minivan,1 598 cm3,125 KM,4,Szary
Renault,Scenic,2014,32 000 PLN,132 000 km,Benzyna,Manualna,Minivan,1 197 cm3,130 KM,5,Czarny
Renault,Grand Scenic,2018,61 990 PLN,55 000 km,Diesel,Manualna,Auta miejskie,1 461 cm3,110 KM,5,Bordowy
Renault,Laguna,2010,19 500 PLN,113 467 km,Benzyna,Manualna,Kombi,1 997 cm3,140 KM,5,Czarny
Renault,Kangoo,2017,25 800 PLN,140 000 km,Diesel,Manualna,Minivan,1 461 cm3,75 KM,5,Biały
Renault,Laguna,2011,31 000 PLN,229 900 km,Diesel,Manualna,Kombi,1 995 cm3,178 KM,5,Szary
Renault,Fluence,2015,24 700 PLN,162 700 km,Benzyna+LPG,Manualna,Sedan,1 598 cm3,110 KM,4,Granatowy
Renault,Clio,2018,46 900 PLN,47 800 km,Benzyna,Automatyczna,Kombi,1 197 cm3,118 KM,5,Czerwony
Renault,Clio,2007,15 500 PLN,180 000 km,Benzyna,Manualna,Auta małe,1 998 cm3,139 KM,3,Szary
Renault,Megane,2006,9 900 PLN,289 800 km,Diesel,Manualna,Kombi,1 870 cm3,130 KM,5,Szary
Renault,Clio,2007,15 500 PLN,180 000 km,Benzyna,Manualna,Auta małe,1 998 cm3,139 KM,3,Szary
Renault,Megane,2006,9 900 PLN,289 800 km,Diesel,Manualna,Kombi,1 870 cm3,130 KM,5,Szary
Renault,Laguna,2007,16 500 PLN,164 300 km,Benzyna,Manualna,Kompakt,1 997 cm3,140 KM,5,Beżowy
Renault,Megane,2011,14 900 PLN,211 512 km,Diesel,Manualna,Kombi,1 461 cm3,110 KM,5,Czarny
Renault,Captur,2017,43 900 PLN,151 500 km,Diesel,Manualna,SUV,1 461 cm3,90 KM,5,Szary
Renault,Megane,2017,44 499 PLN,210 544 km,Diesel,Manualna,Kompakt,1 598 cm3,130 KM,5,Szary
Renault,Laguna,2011,29 900 PLN,82 000 km,Benzyna,Manualna,Sedan,1 997 cm3,140 KM,5,Szary
Renault,Megane,2014,26 900 PLN,259 600 km,Benzyna+LPG,Manualna,Coupe,1 598 cm3,110 KM,5,Biały
Renault,Twingo,2019,20 700 PLN,124 620 km,Benzyna,Manualna,Auta małe,999 cm3,73 KM,5,Żółty
Renault,Koleos,2020,109 999 PLN,26 850 km,Diesel,Automatyczna,SUV,1 995 cm3,190 KM,5,Niebieski
Renault,Scenic,2007,9 600 PLN,175 572 km,Benzyna,Manualna,SUV,1 598 cm3,112 KM,5,Beżowy
Renault,Fluence,2011,19 900 PLN,264 000 km,Diesel,Manualna,Sedan,1 461 cm3,110 KM,4,Czarny
Renault,Grand Scenic,2013,29 800 PLN,193 000 km,Benzyna,Manualna,Minivan,1 598 cm3,110 KM,5,Szary
Renault,Kadjar,2016,29 900 PLN,152 194 km,Diesel,Automatyczna,SUV,1 461 cm3,110 KM,5,Biały
Renault,Megane,2016,43 000 PLN,135 000 km,Benzyna,Manualna,Kompakt,1 197 cm3,130 KM,5,Granatowy
Renault,Megane,2009,23 500 PLN,208 652 km,Benzyna,Manualna,Kompakt,1 598 cm3,110 KM,5,Beżowy
Renault,5,2021,27 000 PLN,14 000 km,Benzyna,Manualna,Coupe,999 cm3,100 KM,5,Biały
Renault,Megane,2016,50 000 PLN,131 456 km,Diesel,Manualna,Kombi,1 598 cm3,130 KM,5,Czarny
Renault,Twingo,2010,8 999 PLN,173 211 km,Benzyna,Manualna,Auta miejskie,1 149 cm3,75 KM,3,Czerwony
Renault,Laguna,2009,36 900 PLN,107 000 km,Benzyna,Manualna,Sedan,1 998 cm3,205 KM,5,Srebrny
Renault,Talisman,2019,63 900 PLN,78 000 km,Diesel,Manualna,Kombi,1 749 cm3,149 KM,5,Brązowy
Renault,Trafic,2013,62 700 PLN,227 000 km,Diesel,Manualna,Minivan,1 995 cm3,114 KM,4,Srebrny
Renault,Megane,2007,13 500 PLN,217 000 km,Diesel,Manualna,Kabriolet,1 870 cm3,130 KM,2,Szary
Renault,Scenic,2015,29 900 PLN,157 500 km,Benzyna,Manualna,Minivan,1 197 cm3,132 KM,5,Czarny
Renault,Kadjar,2016,58 000 PLN,79 000 km,Benzyna,Automatyczna,SUV,1 197 cm3,130 KM,5,Granatowy
Renault,Trafic,2013,35 900 PLN,254 300 km,Diesel,Manualna,Minivan,1 598 cm3,115 KM,4,Czarny
Renault,Clio,2017,34 990 PLN,50 010 km,Benzyna,Manualna,Auta miejskie,898 cm3,90 KM,5,Biały
Renault,Espace,2003,11 000 PLN,223 373 km,Benzyna+LPG,Manualna,Minivan,1 998 cm3,163 KM,5,Beżowy
Renault,Megane,2019,124 900 PLN,63 000 km,Benzyna,Automatyczna,Kompakt,1 798 cm3,300 KM,5,Szary
Renault,Clio,2014,26 500 PLN,215 000 km,Benzyna,Manualna,Kombi,898 cm3,90 KM,5,Czerwony
Renault,Scenic,2014,28 999 PLN,112 324 km,Benzyna,Manualna,Minivan,1 197 cm3,132 KM,5,Czarny
Renault,Thalia,2003,4 900 PLN,103 000 km,Benzyna,Manualna,Sedan,1 390 cm3,75 KM,4,Niebieski
Renault,Thalia,2003,4 900 PLN,103 000 km,Benzyna,Manualna,Sedan,1 390 cm3,75 KM,4,Niebieski
Renault,Megane,2016,35 800 PLN,162 622 km,Diesel,Manualna,Kompakt,1 461 cm3,90 KM,5,Biały
Renault,Koleos,2019,89 900 PLN,118 199 km,Diesel,Automatyczna,SUV,1 995 cm3,177 KM,5,Czarny
Renault,Trafic,2009,39 900 PLN,272 000 km,Diesel,Manualna,Minivan,1 995 cm3,114 KM,4,Niebieski
Renault,Captur,2014,37 500 PLN,109 000 km,Benzyna,Manualna,SUV,898 cm3,90 KM,5,Czarny
Renault,Megane,2013,11 900 PLN,275 000 km,Benzyna+LPG,Manualna,Kombi,1 397 cm3,130 KM,5,Srebrny
Renault,Grand Scenic,2016,51 900 PLN,144 700 km,Benzyna,Manualna,Minivan,1 197 cm3,130 KM,5,Brązowy
Renault,Kadjar,2016,43 900 PLN,146 200 km,Benzyna,Manualna,SUV,1 197 cm3,130 KM,5,Szary
Renault,Fluence,2013,17 900 PLN,266 000 km,Diesel,Manualna,Sedan,1 461 cm3,90 KM,4,Srebrny
Renault,Arkana,2023,114 900 PLN,15 760 km,Benzyna,Automatyczna,Kompakt,1 332 cm3,158 KM,5,Czarny
Renault,Clio,2021,60 000 PLN,46 000 km,Benzyna,Manualna,Kompakt,999 cm3,90 KM,5,Czarny
Renault,Megane,2013,22 900 PLN,204 217 km,Diesel,Manualna,Kombi,1 461 cm3,110 KM,5,Szary
Renault,Scenic,2011,25 300 PLN,207 000 km,Benzyna,Manualna,SUV,1 598 cm3,110 KM,5,Brązowy
Renault,Grand Scenic,2017,31 990 PLN,160 000 km,Benzyna,Manualna,Minivan,1 197 cm3,130 KM,5,Czarny
Renault,Megane,2016,69 000 PLN,110 521 km,Benzyna,Manualna,Coupe,1 998 cm3,273 KM,3,Srebrny
Renault,Twingo,2020,59 900 PLN,5 500 km,Elektryczny,Automatyczna,Auta małe,,82 KM,5,Biały
Renault,Trafic,2008,37 500 PLN,304 000 km,Diesel,Manualna,Minivan,1 995 cm3,115 KM,5,Złoty
Renault,Trafic,2018,61 500 PLN,222 218 km,Diesel,Manualna,SUV,1 598 cm3,125 KM,4,Biały
Renault,Laguna,1999,9 999 PLN,98 000 km,Benzyna,Manualna,Sedan,1 598 cm3,107 KM,5,Błękitny
Renault,Clio,2008,17 900 PLN,74 982 km,Benzyna,Manualna,Auta miejskie,1 149 cm3,75 KM,5,Czerwony
Renault,Kangoo,2004,8 999 PLN,145 000 km,Benzyna,Manualna,Minivan,1 149 cm3,75 KM,5,Niebieski
Renault,Clio,2014,24 900 PLN,195 560 km,Benzyna,Manualna,Kombi,1 149 cm3,75 KM,5,Inny kolor
Renault,Captur,2020,51 900 PLN,147 390 km,Benzyna,Manualna,SUV,1 332 cm3,130 KM,5,Inny kolor
Renault,Megane,2021,83 000 PLN,27 000 km,Benzyna,Automatyczna,Kompakt,1 332 cm3,140 KM,4,Czerwony
Renault,Kadjar,2017,55 000 PLN,251 000 km,Diesel,Automatyczna,SUV,1 461 cm3,110 KM,5,Czerwony
Renault,Captur,2019,12 200 EUR,46 000 km,Diesel,Manualna,SUV,1 461 cm3,90 KM,5,Biały
Renault,Arkana,2022,119 900 PLN,14 667 km,Hybryda,Automatyczna,SUV,1 599 cm3,140 KM,5,Czerwony
Renault,Megane,2011,24 999 PLN,125 250 km,Benzyna,Manualna,Kompakt,1 598 cm3,110 KM,5,Czarny
Renault,Captur,2021,64 900 PLN,47 000 km,Benzyna,Manualna,SUV,999 cm3,90 KM,5,Czarny
Renault,Kadjar,2016,53 900 PLN,193 000 km,Diesel,Automatyczna,SUV,1 461 cm3,110 KM,5,Szary
